yyyymmdd,jindices,jcount,party_list
19700201,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700202,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700203,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700204,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700205,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700206,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700207,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700208,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700209,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700210,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700211,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700212,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700213,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700214,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700215,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700216,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700217,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700218,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700219,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700220,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700221,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700222,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700223,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700224,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700225,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700226,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700227,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700228,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700301,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700302,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700303,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700304,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700305,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700306,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700307,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700308,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700309,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700310,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700311,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700312,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700313,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700314,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700315,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700316,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700317,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700318,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700319,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700320,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700321,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700322,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700323,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700324,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700325,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700326,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700327,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700328,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700329,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700330,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700331,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700401,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700402,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700403,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700404,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700405,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700406,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700407,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700408,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700409,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700410,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700411,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700412,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700413,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700414,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700415,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700416,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700417,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700418,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700419,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700420,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700421,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700422,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700423,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700424,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700425,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700426,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700427,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700428,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700429,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700430,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700501,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700502,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700503,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700504,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700505,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700506,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700507,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700508,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700509,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700510,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700511,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700512,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700513,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700514,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700515,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700516,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700517,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700518,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700519,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700520,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700521,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700522,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700523,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700524,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700525,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700526,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700527,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700528,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700529,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700530,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700531,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700601,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700602,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700603,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700604,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700605,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700606,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700607,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700608,[ 67  79 116  70  78  85  81  82],8,"['Democratic', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700609,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700610,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700611,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700612,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700613,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700614,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700615,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700616,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700617,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700618,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700619,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700620,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700621,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700622,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700623,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700624,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700625,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700626,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700627,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700628,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700629,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700630,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700701,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700702,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700703,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700704,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700705,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700706,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700707,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700708,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700709,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700710,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700711,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700712,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700713,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700714,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700715,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700716,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700717,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700718,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700719,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700720,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700721,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
19700722,[ 67  86  79 116  70  78  85  81  82],9,"['Democratic', 'Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Democratic', 'Republican', 'Democratic']"
